marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,valor
3,2015,6,8,4,0,0,2,151,2,2,0,250,0,7412
5,2017,4,4,16,0,0,3,423,0,0,0,0,2000,14761
3,2014,8,15,8,0,0,2,568,1,4,0,0,250,20673
8,2015,4,6,32,1,6,3,175,1,0,0,0,1000,14238
7,2012,4,8,16,0,0,4,239,2,3,0,250,0,6881
6,2023,10,16,4,0,0,3,599,1,4,0,0,500,20309
2,2010,2,2,4,0,0,2,503,1,1,0,250,250,17107
2,2011,8,10,16,0,0,2,523,1,1,1,2000,250,23109
3,2017,8,12,64,0,0,3,258,2,4,0,2000,0,10346
10,2011,8,10,16,0,0,2,485,0,2,0,2000,250,17950
0,2014,10,17,16,0,0,3,182,2,4,0,0,250,9284
7,2020,12,18,12,0,0,3,160,2,1,0,1000,0,6872
1,2023,4,4,16,0,0,2,529,0,0,0,0,500,22466
8,2012,12,17,32,1,6,4,149,0,2,0,2000,500,23275
3,2012,6,9,8,0,0,3,443,0,0,0,1000,250,22817
3,2015,12,12,8,0,0,2,490,3,0,0,0,250,23773
8,2014,6,7,32,1,6,3,93,0,2,0,0,500,18691
0,2023,12,15,12,0,0,2,296,2,1,0,0,250,8801
10,2010,8,11,8,0,0,3,470,0,2,0,1000,250,22968
8,2011,4,4,16,0,0,2,440,1,0,0,1000,250,17954
6,2017,8,12,6,0,0,2,405,1,0,1,0,250,16397
10,2012,4,5,8,0,0,2,570,1,0,0,0,1000,16133
6,2011,4,4,12,1,2,1,43,1,1,0,2000,250,6413
3,2020,12,18,8,1,4,4,125,1,2,0,0,250,9993
4,2014,8,16,12,1,6,3,194,0,1,0,2000,1000,12753
7,2018,8,16,16,0,0,4,223,2,3,0,500,0,6897
4,2016,10,17,16,1,6,2,195,3,3,0,0,250,11496
2,2020,6,10,6,0,0,3,583,1,1,1,0,1000,16707
0,2019,4,4,16,1,4,4,52,0,1,0,0,500,10027
7,2011,2,4,12,0,0,2,198,2,3,0,500,0,5930
9,2018,8,10,16,1,6,3,132,3,2,0,0,250,21215
9,2018,8,13,6,0,0,2,405,1,0,1,0,250,14719
2,2010,2,3,8,0,0,3,600,1,1,1,1000,250,15752
0,2018,6,11,16,0,0,2,386,1,0,1,0,1000,16774
2,2023,12,16,8,0,0,2,498,0,2,0,0,1000,21140
0,2023,4,7,6,0,0,1,291,2,1,0,500,125,7841
5,2022,6,12,8,0,0,2,458,1,0,0,0,250,16096
9,2012,6,10,16,0,0,4,576,2,3,0,500,0,11791
0,2023,8,10,16,0,0,2,593,1,1,1,0,250,15485
7,2010,2,3,2,0,0,1,181,2,1,0,250,0,5381
10,2011,12,17,16,0,0,3,489,3,2,0,2000,250,19680
2,2014,8,16,2,0,0,3,440,1,1,1,250,250,13447
0,2011,2,2,2,0,0,2,411,2,2,0,2000,0,11765
4,2017,6,11,16,1,6,2,39,3,3,0,0,1000,10350
1,2013,6,7,8,0,0,2,559,1,0,0,0,250,16051
0,2014,10,14,16,0,0,3,514,3,0,0,250,250,22406
9,2020,8,10,12,0,0,3,578,1,2,0,0,1000,15908
5,2013,12,17,16,0,0,2,479,1,0,0,1000,250,25395
7,2015,4,6,6,0,0,1,250,2,1,0,250,0,7167
3,2022,8,16,4,0,0,3,411,1,1,1,0,1000,15811
2,2014,10,11,8,0,0,4,188,2,3,0,0,250,8020
8,2012,8,15,32,1,6,2,30,1,0,0,2000,125,18532
2,2017,10,12,64,0,0,2,541,1,4,0,0,500,19516
6,2014,8,11,32,1,6,1,188,0,0,0,2000,2000,17108
5,2015,6,10,16,0,0,3,467,0,0,0,0,500,21961
7,2022,8,8,32,0,0,3,33,2,3,0,0,2000,5523
5,2012,10,17,16,0,0,2,479,3,0,0,250,250,24833
6,2020,10,20,32,0,0,2,51,1,0,1,0,250,10843
5,2018,12,19,16,0,0,3,578,1,2,0,0,250,21995
2,2021,4,4,16,0,0,3,500,1,0,1,0,250,17324
0,2023,4,8,16,0,0,3,478,1,2,0,0,2000,20887
9,2013,2,4,8,0,0,1,539,2,2,0,250,0,12930
3,2023,6,11,32,1,12,4,47,3,0,0,0,2000,13054
9,2021,12,20,16,0,0,3,418,0,0,0,0,1000,24842
8,2010,10,18,16,1,6,4,197,3,2,0,250,250,20607
8,2018,12,19,32,1,6,3,78,0,0,0,0,250,18853
0,2010,4,6,12,1,4,2,51,1,3,0,500,2000,6834
7,2011,4,6,16,0,0,4,260,2,3,0,500,0,6417
9,2021,10,12,12,1,2,4,38,1,1,0,0,500,7460
2,2022,8,16,16,0,0,2,448,1,2,0,0,500,16830
7,2012,4,7,12,0,0,4,292,2,1,0,0,2000,8994
8,2015,8,9,8,0,0,3,403,0,0,0,0,2000,19998
10,2021,10,19,8,0,0,2,505,3,2,0,0,2000,18119
10,2015,6,8,8,0,0,2,489,1,0,0,0,250,22916
4,2012,4,7,12,1,6,2,57,1,1,0,2000,125,9587
8,2023,4,8,8,0,0,2,500,3,0,0,0,250,15756
3,2014,10,10,4,0,0,1,339,2,3,0,1000,0,8563
10,2017,6,6,8,0,0,3,473,1,2,0,0,250,20247
6,2022,6,9,12,1,4,4,81,1,3,0,0,250,9260
6,2010,12,21,12,1,4,1,117,3,3,0,2000,500,11079
3,2014,4,5,32,0,0,4,254,2,1,0,500,0,9268
5,2011,6,9,8,0,0,3,579,1,2,0,500,250,25468
8,2016,8,9,8,0,0,3,452,1,0,0,0,250,18061
10,2018,12,13,8,0,0,3,455,1,2,0,0,2000,15459
8,2018,10,12,32,1,6,2,53,0,2,0,0,250,21694
10,2016,10,20,8,0,0,3,428,3,0,0,0,250,16268
10,2016,12,23,16,0,0,2,428,3,2,0,0,250,14716
0,2023,4,6,8,0,0,3,208,1,1,1,0,2000,10104
9,2019,12,13,32,1,6,4,139,0,2,0,0,250,15062
6,2022,12,20,4,0,0,3,521,1,4,0,0,250,15370
0,2015,6,10,12,1,6,1,70,1,1,0,0,500,10024
9,2016,4,6,8,0,0,1,164,2,4,0,2000,0,8489
3,2016,10,20,12,1,6,3,113,0,3,0,0,2000,12173
0,2022,10,17,6,0,0,3,381,1,1,1,0,250,13293
9,2015,4,5,8,1,4,3,98,1,3,0,0,250,7676
4,2012,10,17,16,1,6,2,69,3,2,0,2000,2000,12737
5,2022,12,20,16,0,0,3,556,0,2,0,0,250,27239
0,2013,6,8,12,0,0,2,588,1,1,1,2000,250,18754
2,2016,10,15,4,0,0,3,520,1,3,0,0,1000,18590
7,2019,6,10,12,0,0,2,102,2,3,0,250,0,5015
5,2017,4,8,16,0,0,2,417,3,2,0,0,250,18973
6,2013,6,11,16,0,0,3,408,1,0,0,2000,250,17452
10,2016,12,17,8,0,0,3,494,0,0,0,0,250,23205
6,2020,8,15,8,1,2,4,49,1,3,0,0,2000,7569
9,2011,4,7,12,0,0,1,52,2,4,0,1000,0,6255
3,2022,8,9,6,0,0,3,224,1,0,1,0,250,12127
4,2022,12,19,12,0,0,3,524,1,4,0,0,250,18192
5,2018,6,10,16,0,0,3,581,3,2,0,0,250,20022
0,2022,8,15,8,0,0,2,553,1,1,0,0,250,19053
8,2012,6,12,16,0,0,2,521,0,0,0,250,250,16347
1,2015,8,13,8,0,0,2,572,1,0,0,0,2000,17293
2,2010,6,8,4,0,0,3,524,1,1,1,500,250,16847
3,2021,4,8,16,0,0,2,522,0,1,1,0,1000,24272
5,2018,4,4,16,0,0,2,490,1,2,0,0,250,24188
5,2019,6,11,8,0,0,2,550,3,2,0,0,250,24280
7,2020,12,18,8,0,0,4,140,2,3,0,1000,0,5366
4,2022,12,15,6,0,0,2,536,1,4,0,0,250,20512
3,2018,6,10,32,1,6,1,39,3,2,0,0,2000,13122
7,2012,4,6,4,0,0,2,295,2,1,0,250,0,6810
3,2017,10,13,2,0,0,3,444,1,0,1,0,500,16834
9,2016,10,10,12,0,0,2,311,2,3,0,250,0,7425
9,2019,12,20,8,1,2,4,53,1,2,0,0,2000,9988
5,2014,10,14,8,0,0,3,550,3,0,0,500,250,21241
9,2022,6,6,6,0,0,3,504,1,2,0,0,250,19015
4,2013,2,2,2,0,0,2,587,1,2,0,250,1000,15567
1,2012,6,11,8,0,0,3,546,3,2,0,2000,250,24181
0,2011,6,11,8,0,0,3,404,3,2,0,2000,250,19078
1,2020,4,7,8,0,0,2,484,1,0,0,0,2000,18436
4,2017,8,16,12,1,4,1,172,1,2,0,0,250,9797
0,2013,2,2,4,0,0,3,540,2,1,0,250,0,12732
6,2022,6,6,12,1,2,4,158,1,4,0,0,250,8917
2,2014,6,6,12,0,0,2,529,1,1,0,2000,2000,20551
4,2013,6,12,16,1,6,4,76,3,1,0,0,250,10315
6,2018,10,12,8,0,0,3,276,1,1,1,0,500,13391
0,2010,2,4,8,0,0,4,459,2,1,0,250,0,12435
6,2013,4,5,6,0,0,4,53,2,3,0,250,0,5975
6,2011,8,13,12,1,6,2,109,1,1,0,500,1000,10561
7,2018,4,6,6,0,0,4,122,2,1,0,500,0,4491
7,2021,6,11,32,0,0,4,30,2,3,0,1000,0,5046
0,2012,4,5,12,1,4,3,182,1,1,0,1000,250,9350
2,2010,2,4,8,0,0,3,215,2,4,0,1000,0,7270
7,2010,4,7,16,0,0,4,189,2,3,0,250,0,6454
4,2021,4,6,8,1,2,4,142,1,4,0,0,2000,8012
4,2011,8,16,16,1,4,2,99,0,4,0,500,500,11770
9,2015,10,14,2,0,0,4,42,2,1,0,0,500,4644
5,2016,4,7,8,0,0,3,415,1,0,0,0,2000,17781
4,2013,8,10,16,1,4,3,141,3,3,0,250,125,10068
1,2018,8,14,16,0,0,3,559,3,0,0,0,1000,21793
6,2013,4,6,12,1,6,2,34,3,1,0,1000,125,9205
3,2019,4,7,16,0,0,2,351,2,2,0,500,0,10590
6,2011,6,6,16,0,0,3,68,1,0,1,1000,250,11166
0,2016,4,7,4,0,0,3,50,1,0,1,0,2000,8715
1,2017,6,10,16,0,0,2,479,1,2,0,0,250,19472
10,2021,6,6,8,0,0,3,425,0,2,0,0,2000,23855
6,2017,10,13,12,1,6,3,180,3,2,0,0,1000,12924
7,2018,10,16,2,0,0,2,66,2,3,0,1000,0,4032
2,2022,6,8,12,0,0,3,525,1,2,0,0,250,18916
0,2018,8,9,6,0,0,2,71,1,0,1,0,2000,11674
1,2022,10,13,8,0,0,2,497,3,0,0,0,250,18324
1,2019,10,12,16,0,0,2,543,3,0,0,0,250,19463
9,2016,6,8,12,1,4,1,62,1,1,0,0,1000,8414
6,2013,6,10,4,0,0,3,276,1,0,1,2000,250,11294
10,2013,10,17,8,0,0,2,523,0,0,0,2000,250,19121
7,2018,8,12,32,0,0,1,277,2,3,0,1000,0,8483
7,2017,4,5,8,0,0,3,234,2,1,0,500,0,6147
10,2020,4,4,16,0,0,3,531,1,0,0,0,1000,15995
5,2015,4,8,8,0,0,2,489,0,0,0,0,2000,18640
0,2023,6,7,12,0,0,2,35,2,4,0,0,2000,7412
0,2019,12,18,32,0,0,3,516,1,4,0,0,500,15708
3,2022,8,13,32,1,8,4,128,1,0,0,0,1000,13516
6,2017,4,6,16,0,0,3,354,2,1,0,2000,0,10331
1,2014,8,16,16,0,0,2,476,1,2,0,2000,250,24359
9,2022,12,16,12,1,4,4,59,3,1,0,0,500,9682
1,2012,12,20,8,0,0,3,591,1,0,0,500,250,21048
2,2022,10,17,8,0,0,2,550,0,0,1,0,250,23933
8,2010,12,19,16,0,0,2,517,1,0,0,2000,250,24687
10,2015,6,11,16,0,0,3,461,0,2,0,0,250,21980
3,2016,8,13,8,0,0,3,513,1,2,0,0,250,19116
6,2023,4,6,8,0,0,3,412,1,0,0,0,2000,20299
7,2020,10,18,6,0,0,2,269,2,3,0,250,0,7629
5,2013,6,12,16,0,0,2,487,0,2,0,2000,250,19762
0,2016,10,13,16,0,0,3,571,1,4,0,0,250,18530
6,2010,12,22,32,1,6,3,42,3,0,0,1000,250,16703
3,2017,4,6,8,1,2,2,67,1,1,0,0,500,7517
0,2018,6,8,12,1,2,3,177,1,3,0,0,2000,10090
3,2022,10,18,4,0,0,1,574,2,1,0,0,250,13505
0,2016,4,4,12,1,6,4,78,0,3,0,0,2000,10041
9,2011,4,7,8,1,2,3,124,1,2,0,1000,250,8073
4,2023,8,16,8,1,4,4,183,1,4,0,0,500,10142
3,2012,6,8,4,0,0,2,508,1,3,0,2000,2000,19272
9,2016,10,20,8,1,2,1,140,1,2,0,0,250,9884
1,2018,4,8,8,0,0,2,450,3,2,0,0,2000,24333
7,2019,8,12,6,0,0,2,197,2,1,0,250,0,6195
8,2017,6,6,16,0,0,2,572,3,0,0,0,2000,23232
1,2018,6,7,16,0,0,3,400,3,0,0,0,500,13946
1,2016,8,8,8,0,0,2,513,0,0,0,0,250,18542
9,2013,4,7,2,0,0,4,129,2,3,0,2000,0,5956
5,2010,6,10,8,0,0,2,561,0,0,0,0,250,22976
3,2018,6,6,32,1,6,2,99,3,0,0,0,250,19977
8,2015,12,22,32,1,6,4,199,3,2,0,0,2000,25838
5,2022,4,6,8,0,0,2,567,0,0,0,0,2000,23701
2,2011,2,4,12,0,0,3,550,1,3,0,500,1000,16186
7,2016,8,16,32,0,0,4,99,2,1,0,0,500,6624
7,2020,6,11,64,0,0,2,39,2,3,0,500,0,5765
3,2015,8,14,32,0,0,3,583,2,4,0,2000,0,16032
10,2017,4,5,8,0,0,3,593,3,2,0,0,1000,23316
10,2011,4,6,16,0,0,3,585,0,2,0,1000,250,20466
7,2011,6,7,12,0,0,1,61,2,3,0,250,0,4111
7,2018,6,6,6,0,0,2,51,2,3,0,500,0,3273
2,2014,8,9,2,0,0,3,257,1,0,1,2000,250,10890
7,2011,2,3,12,0,0,2,100,2,3,0,250,0,4430
2,2013,2,4,16,0,0,1,72,2,3,0,2000,0,4314
7,2020,12,14,64,0,0,4,278,2,3,0,1000,0,9088
3,2014,12,16,16,1,6,4,83,3,1,0,500,250,10998
0,2011,4,7,6,0,0,1,240,2,1,0,500,0,8849
3,2016,10,16,8,1,2,4,118,1,3,0,0,250,7950
0,2017,6,8,64,0,0,3,37,2,2,0,1000,0,7386
0,2022,12,18,16,1,6,4,171,0,4,0,0,250,12110
7,2010,2,2,6,0,0,4,205,2,3,0,1000,0,6428
10,2010,12,16,16,0,0,3,593,3,0,0,0,2000,28211
7,2023,8,16,64,0,0,1,187,2,3,0,500,250,7837
0,2011,4,5,32,1,6,2,113,0,2,0,500,125,21913
9,2011,4,8,4,0,0,3,506,1,3,0,1000,250,16760
0,2011,4,6,2,0,0,3,597,2,1,0,2000,0,11969
3,2020,8,10,16,1,6,4,180,3,2,0,0,2000,19062
9,2010,8,11,16,1,6,4,158,3,2,0,1000,1000,13897
9,2018,12,20,8,0,0,3,551,3,0,0,0,250,23236
10,2022,4,6,16,0,0,3,519,3,2,0,0,1000,17834
2,2015,4,5,12,0,0,1,466,2,3,0,500,0,10600
4,2018,8,10,12,0,0,2,505,1,3,0,0,500,14522
0,2018,10,14,8,1,2,4,88,1,2,0,0,2000,8832
0,2019,4,5,8,0,0,2,594,1,2,0,0,1000,17054
1,2016,4,4,16,0,0,2,472,0,0,0,0,2000,16961
7,2015,8,12,16,0,0,4,105,2,3,0,500,0,5817
5,2020,10,11,8,0,0,2,583,1,0,0,0,2000,17222
4,2016,8,14,8,1,4,2,67,1,1,0,0,250,7862
3,2023,8,11,32,1,8,4,60,3,2,0,0,2000,20322
5,2010,8,15,16,0,0,2,509,3,0,0,2000,250,21780
7,2016,6,10,2,0,0,4,130,2,3,0,0,2000,5675
6,2020,10,16,16,1,6,4,66,0,0,0,0,1000,23507
3,2023,6,9,6,0,0,1,499,2,3,0,0,250,11081
6,2023,10,17,8,0,0,2,590,1,2,0,0,250,25105
2,2014,10,17,8,0,0,1,91,2,3,0,250,0,7625
6,2012,6,12,12,1,4,3,36,1,1,0,1000,1000,6775
0,2015,6,7,12,1,2,4,152,1,1,0,0,250,9149
5,2012,12,18,16,0,0,3,513,3,2,0,2000,250,16777
10,2013,4,5,16,0,0,3,511,3,2,0,250,250,24444
8,2018,8,12,16,1,6,3,117,3,0,0,0,1000,16450
10,2019,4,6,8,0,0,3,597,3,0,0,0,2000,27041
1,2017,12,16,8,0,0,3,413,0,2,0,0,250,21154
5,2018,10,11,16,0,0,2,534,1,2,0,0,250,19062
10,2018,6,10,8,0,0,3,584,0,0,0,0,500,18483
4,2016,4,8,8,0,0,3,552,1,4,0,0,2000,19761
4,2011,8,16,16,1,6,4,157,3,4,0,0,2000,11898
9,2018,6,11,12,1,4,1,131,3,4,0,0,2000,10534
5,2017,6,9,16,0,0,3,414,3,0,0,0,1000,20165
9,2016,4,4,12,0,0,3,502,1,1,0,0,250,15497
5,2011,6,11,16,0,0,2,414,1,0,0,1000,250,15832
7,2014,8,12,32,0,0,3,263,2,1,0,2000,0,8209
8,2015,8,15,16,1,6,2,134,3,0,0,0,2000,19909
8,2012,10,13,32,1,6,2,48,1,0,0,250,250,16070
5,2013,6,8,16,0,0,3,432,0,2,0,0,500,18659
5,2016,4,4,8,0,0,2,575,3,0,0,0,500,16024
3,2021,10,10,16,0,0,3,81,1,0,1,0,250,10622
10,2022,12,22,8,0,0,2,530,3,0,0,0,1000,18110
6,2020,12,21,4,0,0,3,351,1,0,1,0,250,16080
9,2011,6,12,16,0,0,3,474,1,0,1,2000,250,16029
0,2016,4,7,8,0,0,2,549,0,2,0,0,250,21375
5,2018,8,14,8,0,0,3,491,3,2,0,0,500,21914
5,2012,8,15,8,0,0,3,554,1,2,0,250,250,19975
6,2016,10,19,8,1,4,4,161,1,1,0,0,1000,9612
1,2016,4,8,16,0,0,2,548,1,2,0,0,250,17515
5,2010,8,10,16,0,0,3,489,1,0,0,500,250,22433
0,2011,6,8,16,0,0,3,506,1,1,0,250,1000,15284
8,2022,12,15,32,1,12,4,119,0,0,0,0,250,24294
3,2017,8,13,2,0,0,1,360,2,1,0,500,0,8623
7,2022,12,22,64,0,0,2,230,2,1,0,0,500,9463
9,2015,10,16,4,0,0,2,582,1,0,1,0,2000,17808
1,2015,10,11,8,0,0,3,476,3,2,0,0,2000,22434
10,2016,6,7,16,0,0,2,480,0,2,0,0,1000,25628
10,2022,8,9,8,0,0,3,454,0,0,0,0,2000,19101
9,2023,4,8,8,1,4,4,74,1,4,0,0,250,7036
10,2018,4,4,16,0,0,3,564,3,0,0,0,250,17146
2,2010,4,4,4,0,0,3,168,1,1,1,500,250,7869
1,2022,10,17,16,0,0,2,474,0,0,0,0,250,19037
0,2017,4,4,16,1,6,1,137,3,0,0,0,2000,17602
6,2022,8,14,64,0,0,2,556,1,3,0,0,250,17137
10,2020,8,12,16,0,0,3,529,3,2,0,0,500,17833
9,2010,2,2,16,0,0,2,533,1,4,0,500,250,16208
3,2014,8,13,8,0,0,4,192,2,2,0,0,250,7977
8,2016,4,4,32,1,6,1,166,3,0,0,0,250,24624
2,2023,6,8,12,0,0,3,553,1,3,0,0,500,16582
1,2020,8,11,8,0,0,2,527,3,0,0,0,500,24698
9,2015,4,5,2,0,0,3,396,1,0,1,0,2000,16872
1,2012,10,15,16,0,0,2,436,0,0,0,1000,250,15010
6,2011,10,10,16,0,0,3,460,1,2,0,1000,250,21395
8,2018,10,11,8,0,0,3,500,3,0,0,0,1000,17901
8,2017,10,10,16,0,0,2,569,1,0,0,0,500,24269
4,2016,6,11,8,1,4,2,123,1,2,0,0,250,7982
8,2018,6,9,32,1,6,2,43,0,0,0,0,250,11900
2,2018,6,8,8,0,0,3,550,1,2,0,0,500,20271
3,2016,8,14,2,0,0,3,576,1,2,0,0,2000,20581
2,2012,2,2,4,0,0,1,536,2,1,0,250,0,11954
1,2013,12,15,8,0,0,3,558,0,0,0,1000,250,21525
6,2014,10,14,8,0,0,3,584,3,2,0,500,250,16846
4,2014,4,8,12,1,4,4,184,1,2,0,0,500,9238
4,2017,4,8,8,1,4,2,43,1,2,0,0,1000,8423
8,2019,8,9,32,1,6,4,141,0,0,0,0,2000,25653
3,2012,2,2,16,0,0,3,143,2,4,0,500,0,7074
9,2022,4,8,16,0,0,2,405,0,1,1,0,2000,19536
3,2021,8,13,2,0,0,2,176,1,1,1,0,250,10026
5,2020,10,17,8,0,0,3,538,3,0,0,0,250,21472
2,2017,12,21,16,0,0,3,534,3,0,1,0,250,24533
10,2014,12,12,8,0,0,2,536,0,0,0,0,2000,16983
2,2013,4,5,4,0,0,1,541,2,1,0,250,0,11670
0,2010,12,18,12,1,6,1,104,3,1,0,500,1000,12217
8,2016,4,5,16,1,6,2,43,1,2,0,0,500,22180
0,2020,12,24,32,1,6,4,56,1,0,0,0,1000,13577
5,2019,6,6,8,0,0,3,540,0,2,0,0,250,22912
3,2020,8,9,12,0,0,2,567,1,2,0,0,500,15725
4,2011,4,8,16,0,0,3,567,1,2,0,0,250,16639
10,2021,12,24,16,0,0,2,554,3,2,0,0,500,17402
8,2012,10,20,16,0,0,2,402,3,2,0,250,250,21742
9,2011,4,4,12,0,0,2,571,1,3,0,0,250,16346
8,2017,10,12,16,1,6,2,137,3,0,0,0,1000,18883
2,2018,6,9,2,0,0,1,550,2,2,0,1000,0,13208
2,2021,12,16,2,0,0,2,137,1,0,1,0,500,10738
4,2012,4,8,12,1,4,3,49,1,3,0,1000,1000,7995
10,2023,6,12,8,0,0,3,414,1,2,0,0,250,20747
8,2019,4,4,32,1,6,4,56,1,0,0,0,1000,13538
8,2020,4,7,16,1,6,4,115,1,0,0,0,1000,17120
7,2021,12,24,4,0,0,2,103,2,3,0,250,0,6127
4,2021,4,6,8,0,0,2,560,1,3,0,0,250,18323
1,2011,6,11,8,0,0,2,505,1,0,0,500,250,20059
0,2012,4,4,2,0,0,2,528,1,0,1,0,500,14918
5,2022,6,7,8,0,0,3,434,0,0,0,0,250,24028
5,2012,8,15,16,0,0,3,419,0,2,0,2000,250,22509
8,2022,8,16,16,0,0,2,454,1,2,0,0,250,22624
9,2015,8,9,32,0,0,3,66,2,3,0,500,0,4169
2,2016,8,16,2,0,0,2,190,2,1,0,250,0,7290
2,2022,4,4,12,0,0,1,584,2,3,0,500,500,12641
0,2015,4,5,12,1,2,3,108,1,2,0,0,1000,7931
6,2020,8,11,2,0,0,3,600,1,1,0,0,250,16334
8,2014,12,21,16,0,0,2,466,1,2,0,0,500,18894
10,2011,12,17,8,0,0,3,494,3,0,0,250,250,24001
6,2020,4,7,16,0,0,2,381,1,0,1,0,1000,15808
6,2018,4,5,12,1,2,1,37,1,2,0,0,250,6040
10,2018,8,15,16,0,0,2,523,1,0,0,0,250,17401
2,2013,4,8,6,0,0,2,400,1,0,1,0,250,13192
2,2012,4,8,12,0,0,2,540,1,2,0,250,1000,17047
1,2011,10,10,8,0,0,2,411,1,0,0,250,250,14807
4,2013,2,4,12,1,4,2,121,1,2,0,250,2000,9219
9,2010,12,22,8,0,0,2,459,1,0,1,1000,250,21929
2,2022,8,10,8,0,0,1,526,2,4,0,0,2000,14418
4,2011,6,10,12,0,0,3,597,1,2,0,0,250,18752
0,2011,2,3,8,0,0,2,462,1,1,1,0,1000,13558
8,2014,8,9,32,1,6,4,36,1,0,0,250,2000,18926
3,2012,6,10,4,0,0,3,562,1,2,0,2000,125,15593
10,2022,4,8,8,0,0,2,568,3,0,0,0,2000,22811
8,2019,10,19,32,1,6,4,197,0,0,0,0,500,24216
6,2017,8,16,32,1,6,1,58,1,0,0,0,500,16363
5,2019,10,19,16,0,0,3,521,3,0,0,0,1000,21384
0,2023,10,18,4,0,0,2,540,1,2,0,0,1000,17277
8,2014,4,6,32,1,6,3,139,1,0,0,250,125,14723
7,2012,4,5,12,0,0,3,292,2,3,0,2000,0,7592
8,2021,10,18,16,1,6,4,75,0,2,0,0,500,21979
7,2021,12,19,4,0,0,3,31,2,3,0,1000,0,4205
5,2013,8,12,8,0,0,3,541,1,2,0,500,250,24387
6,2021,10,19,12,0,0,4,566,2,1,0,0,2000,15642
6,2020,6,11,16,0,0,3,91,2,2,0,0,2000,7283
10,2013,4,7,8,0,0,3,577,0,2,0,500,250,19222
7,2019,6,10,16,0,0,2,226,2,3,0,1000,0,6395
2,2012,4,6,12,0,0,2,200,2,4,0,0,1000,9548
5,2011,6,6,16,0,0,2,430,3,0,0,0,500,23799
6,2022,12,16,16,1,8,4,50,1,0,0,0,250,12142
7,2011,6,6,2,0,0,4,96,2,1,0,0,500,4008
6,2010,2,2,12,0,0,3,335,1,0,1,500,250,11555
3,2011,8,9,16,0,0,3,514,1,1,1,2000,250,23357
10,2023,10,13,8,0,0,2,418,0,0,0,0,500,20353
8,2020,10,13,16,0,0,3,415,3,2,0,0,250,20557
7,2018,8,9,6,0,0,1,53,2,1,0,250,0,3959
10,2020,10,18,16,0,0,3,481,1,2,0,0,250,21140
8,2018,12,23,16,1,6,1,112,1,0,0,0,250,19384
7,2010,6,11,12,0,0,4,135,2,3,0,2000,0,5007
3,2021,12,13,4,0,0,2,529,1,1,0,0,250,15412
9,2010,4,7,16,0,0,3,413,1,2,0,2000,250,16820
9,2023,8,11,32,0,0,2,113,2,4,0,0,1000,8384
1,2013,8,16,16,0,0,3,442,0,0,0,2000,250,17760
10,2018,4,4,8,0,0,2,599,3,0,0,0,2000,20413
4,2019,6,9,12,1,6,4,77,3,3,0,0,1000,9637
6,2015,4,6,8,1,4,2,199,1,1,0,0,500,8172
6,2018,10,11,12,1,2,3,180,1,4,0,0,1000,9771
6,2015,4,6,2,0,0,3,106,2,3,0,250,0,5039
7,2022,10,19,2,0,0,2,177,2,1,0,250,500,7259
3,2013,4,4,32,1,6,4,138,3,2,0,250,2000,17716
10,2012,6,11,16,0,0,3,424,1,0,0,2000,250,22632
1,2012,6,10,8,0,0,2,535,1,0,0,1000,250,18322
5,2018,6,7,8,0,0,2,563,1,0,0,0,1000,22868
4,2022,12,20,16,1,6,4,31,3,4,0,0,2000,11312
5,2023,6,9,16,0,0,3,593,3,2,0,0,250,17930
7,2011,4,8,16,0,0,4,51,2,1,0,2000,0,4415
8,2022,12,18,16,1,12,4,190,3,0,0,0,500,20098
6,2010,6,12,2,0,0,1,149,2,1,0,500,0,5299
5,2017,4,5,16,0,0,3,557,0,0,0,0,250,24662
0,2011,10,15,8,0,0,2,489,3,2,0,2000,250,21882
5,2012,8,12,16,0,0,2,497,1,2,0,0,250,24263
5,2013,4,7,16,0,0,3,570,3,2,0,0,1000,24146
0,2014,6,12,32,0,0,2,506,1,1,0,1000,2000,17370
4,2018,4,4,64,0,0,2,545,1,2,0,0,1000,17100
2,2014,4,8,4,0,0,2,570,1,2,0,2000,2000,19117
6,2012,6,12,16,1,6,1,160,3,1,0,250,250,11083
9,2019,12,17,32,1,6,4,133,0,0,0,0,250,18556
10,2010,6,7,16,0,0,2,564,1,0,0,0,500,18228
1,2016,8,15,16,0,0,2,491,0,0,0,0,2000,19945
7,2017,4,6,16,0,0,4,232,2,3,0,1000,0,6867
0,2020,12,24,16,0,0,3,438,3,2,0,0,2000,22771
3,2021,6,12,12,1,6,4,107,3,1,0,0,1000,10547
9,2015,6,7,8,1,2,2,103,1,4,0,0,500,8697
7,2012,6,7,12,0,0,1,132,2,1,0,0,1000,6363
1,2013,8,13,8,0,0,2,496,1,0,0,1000,250,24244
2,2023,12,14,8,0,0,3,436,1,1,1,0,250,23175
7,2015,8,15,8,0,0,4,236,2,1,0,250,0,6920
5,2020,8,15,16,0,0,2,466,1,2,0,0,250,18508
1,2016,12,18,16,0,0,2,439,1,2,0,0,250,22252
2,2015,10,13,8,0,0,2,485,0,0,0,0,2000,16355
9,2010,6,11,4,0,0,1,71,2,1,0,0,500,4093
2,2017,6,7,32,0,0,2,523,1,1,1,0,250,15684
