marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
positivo,2023,8,10,8,não,0,4,196,HD,IPS,não,250,500,entrada
hp,2011,6,9,8,sim,2,4,84,FULLHD,TN,não,250,250,jogos_entrada
hp,2011,4,6,16,sim,6,1,106,QUADHD,IPS,não,0,500,jogos_intermediarios
asus,2013,6,9,2,não,0,4,577,HD,VA,não,2000,0,intermediario
lenovo,2020,8,9,16,sim,4,4,36,4K,TN,não,0,500,jogos_intermediarios
lenovo,2019,12,14,2,não,0,2,511,FULLHD,TN,não,0,250,ultraportatil
asus,2012,2,2,12,não,0,2,503,FULLHD,IPS,não,1000,500,ultraportatil
asus,2022,10,19,4,não,0,2,467,FULLHD,IPS,sim,0,1000,2em1
samsung,2022,10,11,8,não,0,3,487,FULLHD,AMOLED,sim,0,1000,premium
apple,2023,4,5,8,não,0,2,427,4K,AMOLED,não,0,2000,premium
huawei,2022,12,13,16,não,0,3,599,FULLHD,AMOLED,não,0,250,premium
positivo,2013,4,4,16,não,0,4,166,HD,TN,não,500,0,entrada
acer,2021,6,11,6,não,0,2,314,FULLHD,IPS,sim,0,500,2em1
xiaomi,2021,4,7,8,não,0,2,473,4K,OLED,não,0,1000,premium
lenovo,2012,6,9,4,não,0,3,225,HD,TN,não,2000,0,entrada
positivo,2023,6,6,2,não,0,1,225,HD,TN,não,0,500,entrada
huawei,2016,4,8,8,não,0,3,517,QUADHD,AMOLED,não,0,1000,premium
positivo,2015,6,11,4,não,0,4,51,HD,TN,não,0,2000,entrada
asus,2013,6,8,2,não,0,4,403,HD,TN,não,250,0,entrada
positivo,2023,4,7,4,não,0,4,176,HD,IPS,não,1000,250,entrada
dell,2010,4,5,12,não,0,3,279,HD,VA,não,250,0,intermediario
razer,2023,6,9,32,sim,12,4,65,QUADHD,OLED,não,0,1000,jogos_premium
positivo,2019,12,12,64,não,0,1,79,HD,TN,não,250,0,entrada
lenovo,2012,4,6,16,sim,6,4,138,QUADHD,OLED,não,2000,2000,jogos_intermediarios
razer,2016,10,13,32,sim,6,4,152,FULLHD,AMOLED,não,0,250,jogos_premium
huawei,2023,4,7,8,não,0,2,488,4K,AMOLED,não,0,250,premium
positivo,2013,4,8,12,não,0,4,71,HD,IPS,não,1000,0,entrada
dell,2023,6,11,16,sim,8,4,178,FULLHD,OLED,não,0,250,jogos_premium
hp,2019,6,11,12,sim,4,4,104,FULLHD,OLED,não,0,1000,jogos_intermediarios
asus,2016,6,7,12,não,0,2,454,HD,TN,não,500,0,entrada
xiaomi,2021,4,4,8,não,0,2,572,4K,OLED,não,0,250,premium
dell,2011,8,10,12,sim,4,4,161,QUADHD,OLED,não,500,250,jogos_intermediarios
apple,2014,10,20,8,não,0,2,504,QUADHD,OLED,não,1000,250,premium
positivo,2012,2,2,8,não,0,3,84,HD,TN,não,2000,0,entrada
asus,2023,10,16,64,não,0,3,417,HD,IPS,não,250,500,entrada
dell,2010,6,9,12,sim,2,4,55,FULLHD,TN,não,0,2000,jogos_entrada
hp,2011,2,2,8,sim,4,3,31,FULLHD,OLED,não,1000,125,jogos_entrada
hp,2020,10,16,12,sim,6,4,154,QUADHD,IPS,não,0,2000,jogos_intermediarios
acer,2014,4,6,16,não,0,2,531,FULLHD,TN,não,500,500,ultraportatil
lenovo,2011,6,10,12,sim,4,1,159,FULLHD,TN,não,0,2000,jogos_entrada
lenovo,2013,4,8,16,sim,6,4,79,4K,OLED,não,0,250,jogos_premium
razer,2019,4,6,8,não,0,2,521,FULLHD,OLED,não,0,250,premium
xiaomi,2015,6,8,16,não,0,3,428,FULLHD,AMOLED,não,0,2000,premium
lenovo,2023,8,15,4,não,0,2,382,HD,TN,não,0,250,intermediario
asus,2010,4,7,8,não,0,2,596,FULLHD,VA,não,250,250,ultraportatil
positivo,2012,6,10,16,não,0,3,41,HD,IPS,não,500,0,entrada
huawei,2018,12,23,16,não,0,3,559,QUADHD,OLED,não,0,250,premium
positivo,2016,4,6,6,não,0,4,159,HD,IPS,não,0,500,entrada
xiaomi,2015,8,11,8,não,0,2,599,QUADHD,AMOLED,não,0,250,premium
samsung,2017,4,6,32,não,0,2,503,FULLHD,TN,não,0,2000,ultraportatil
lenovo,2010,6,9,6,não,0,2,514,FULLHD,TN,não,250,250,ultraportatil
acer,2017,4,8,12,não,0,3,567,FULLHD,TN,não,0,1000,ultraportatil
lenovo,2021,12,18,2,não,0,3,368,HD,TN,não,0,250,entrada
acer,2014,4,5,2,não,0,3,510,FULLHD,IPS,não,0,1000,ultraportatil
razer,2020,8,13,32,sim,6,4,47,FULLHD,OLED,não,0,250,jogos_premium
xiaomi,2017,8,15,16,não,0,2,401,FULLHD,OLED,não,0,2000,premium
huawei,2019,8,10,16,não,0,2,583,4K,OLED,não,0,500,premium
xiaomi,2020,4,4,8,não,0,2,494,FULLHD,AMOLED,não,0,500,premium
xiaomi,2018,10,18,16,não,0,2,468,4K,OLED,não,0,1000,premium
samsung,2018,10,10,12,sim,4,3,95,4K,VA,não,0,2000,jogos_intermediarios
dell,2018,8,9,8,não,0,3,555,4K,AMOLED,não,0,250,premium
acer,2011,2,4,16,não,0,1,219,HD,VA,não,2000,0,intermediario
razer,2016,6,9,32,sim,6,2,181,FULLHD,OLED,não,0,250,jogos_premium
acer,2023,12,17,8,não,0,3,422,FULLHD,AMOLED,não,0,2000,premium
dell,2023,8,10,6,não,0,1,558,HD,IPS,não,0,250,entrada
asus,2019,10,15,12,não,0,3,411,HD,TN,não,0,250,entrada
huawei,2023,12,23,16,não,0,2,528,QUADHD,AMOLED,não,0,250,premium
acer,2013,8,11,8,não,0,2,478,FULLHD,AMOLED,não,0,250,premium
dell,2017,6,12,64,não,0,1,126,HD,TN,não,2000,0,intermediario
razer,2010,8,15,32,sim,6,2,187,4K,AMOLED,não,1000,125,jogos_premium
acer,2019,4,4,16,sim,6,4,160,4K,OLED,não,0,250,jogos_intermediarios
hp,2014,10,14,16,sim,4,2,137,FULLHD,TN,não,250,2000,jogos_intermediarios
positivo,2022,6,12,64,não,0,3,155,HD,IPS,não,250,1000,entrada
huawei,2020,4,5,8,não,0,3,531,4K,OLED,não,0,2000,premium
razer,2021,12,17,32,sim,6,4,43,FULLHD,OLED,não,0,1000,jogos_premium
asus,2023,12,12,6,não,0,2,521,FULLHD,IPS,não,0,1000,ultraportatil
samsung,2011,4,5,16,sim,6,3,177,4K,OLED,não,1000,500,jogos_premium
positivo,2010,2,2,2,não,0,4,298,HD,TN,não,2000,0,entrada
positivo,2020,8,14,12,não,0,4,201,HD,IPS,não,500,0,entrada
razer,2021,4,4,8,não,0,2,480,QUADHD,AMOLED,não,0,2000,premium
asus,2018,6,7,8,não,0,3,531,4K,AMOLED,não,0,250,premium
dell,2023,12,12,32,não,0,3,212,FULLHD,AMOLED,sim,0,2000,2em1
asus,2023,4,6,16,não,0,2,514,FULLHD,OLED,não,0,1000,premium
apple,2016,6,8,8,não,0,2,503,QUADHD,AMOLED,não,0,2000,premium
lenovo,2023,12,23,8,sim,2,4,117,FULLHD,OLED,não,0,250,jogos_entrada
asus,2011,2,4,2,não,0,4,150,HD,OLED,não,250,0,intermediario
dell,2013,2,4,8,não,0,2,315,HD,VA,não,500,0,intermediario
xiaomi,2014,12,24,16,não,0,2,425,4K,OLED,não,500,250,premium
positivo,2017,4,6,32,não,0,2,134,HD,IPS,não,1000,0,entrada
acer,2017,4,5,8,não,0,2,390,HD,OLED,não,500,0,intermediario
positivo,2020,12,24,4,não,0,1,67,HD,IPS,não,500,0,entrada
positivo,2015,4,4,16,não,0,4,127,HD,TN,não,0,1000,entrada
positivo,2011,2,2,2,não,0,3,255,HD,TN,não,250,0,entrada
dell,2016,4,7,16,não,0,4,223,HD,IPS,não,0,250,entrada
asus,2017,12,20,16,não,0,3,591,FULLHD,AMOLED,não,0,2000,premium
dell,2020,12,13,8,não,0,3,572,QUADHD,IPS,sim,0,500,premium
xiaomi,2015,4,8,8,não,0,3,521,QUADHD,AMOLED,não,0,1000,premium
razer,2014,6,12,8,não,0,3,486,4K,OLED,não,250,250,premium
lenovo,2018,4,4,12,sim,6,4,118,QUADHD,VA,não,0,1000,jogos_intermediarios
lenovo,2020,12,24,16,não,0,2,534,QUADHD,AMOLED,não,0,1000,premium
apple,2022,6,10,16,não,0,2,500,FULLHD,OLED,não,0,250,premium
xiaomi,2013,6,7,16,não,0,3,442,FULLHD,AMOLED,não,0,2000,premium
asus,2022,6,8,2,não,0,3,239,HD,TN,não,500,2000,entrada
xiaomi,2011,4,8,8,não,0,2,592,QUADHD,AMOLED,não,250,250,premium
asus,2018,8,10,32,não,0,3,418,HD,TN,não,0,1000,entrada
asus,2016,8,12,8,não,0,3,91,HD,IPS,não,1000,0,entrada
acer,2011,8,13,16,não,0,2,572,FULLHD,AMOLED,não,500,250,premium
positivo,2015,8,13,32,não,0,4,266,HD,IPS,não,1000,0,entrada
dell,2021,8,15,8,não,0,3,461,FULLHD,IPS,sim,0,250,premium
asus,2010,4,6,8,não,0,2,449,QUADHD,IPS,sim,500,250,premium
asus,2018,10,20,16,não,0,2,434,FULLHD,IPS,sim,0,500,premium
dell,2017,8,15,16,sim,6,3,60,FULLHD,AMOLED,não,0,250,jogos_premium
lenovo,2010,2,2,12,sim,4,4,187,FULLHD,TN,não,250,125,jogos_entrada
apple,2012,8,14,16,não,0,2,600,FULLHD,OLED,não,2000,250,premium
samsung,2020,6,8,8,não,0,3,541,FULLHD,OLED,não,0,2000,ultraportatil
hp,2019,6,8,12,sim,6,4,82,FULLHD,VA,não,0,250,jogos_intermediarios
razer,2010,10,15,8,não,0,2,408,QUADHD,OLED,não,1000,250,premium
huawei,2011,10,17,16,não,0,2,468,QUADHD,OLED,não,500,250,premium
dell,2014,6,8,16,sim,6,4,109,QUADHD,IPS,não,0,250,jogos_intermediarios
asus,2023,12,17,64,não,0,3,233,HD,TN,não,500,500,entrada
acer,2022,4,8,16,não,0,2,228,FULLHD,AMOLED,sim,0,500,2em1
hp,2017,12,24,16,sim,4,2,128,FULLHD,IPS,não,0,1000,jogos_intermediarios
samsung,2010,6,6,8,não,0,3,576,4K,OLED,não,250,250,premium
apple,2015,10,18,8,não,0,2,406,FULLHD,AMOLED,não,0,2000,premium
apple,2012,4,6,8,não,0,3,590,FULLHD,OLED,não,250,250,premium
lenovo,2017,8,15,8,não,0,3,403,FULLHD,AMOLED,sim,0,1000,2em1
acer,2011,4,4,6,não,0,1,166,HD,TN,não,500,0,entrada
samsung,2016,4,6,2,não,0,3,560,FULLHD,TN,não,0,1000,ultraportatil
razer,2016,4,8,16,sim,6,3,178,QUADHD,OLED,não,0,2000,jogos_premium
asus,2021,8,12,16,não,0,3,586,FULLHD,OLED,não,0,1000,ultraportatil
apple,2013,8,13,16,não,0,2,591,QUADHD,AMOLED,não,500,250,premium
hp,2010,4,7,12,não,0,2,510,FULLHD,OLED,não,0,1000,ultraportatil
huawei,2023,6,8,8,não,0,2,458,4K,OLED,não,0,2000,premium
dell,2017,10,12,12,sim,6,4,56,QUADHD,TN,não,0,250,jogos_intermediarios
apple,2013,12,14,16,não,0,2,492,4K,OLED,não,1000,250,premium
hp,2013,6,11,16,não,0,2,550,FULLHD,IPS,não,0,2000,ultraportatil
positivo,2014,10,15,12,não,0,2,143,HD,TN,não,1000,0,entrada
xiaomi,2014,12,18,8,não,0,3,449,FULLHD,OLED,não,0,2000,premium
asus,2016,6,10,32,não,0,3,502,FULLHD,OLED,não,0,250,ultraportatil
apple,2023,4,4,16,não,0,2,469,FULLHD,OLED,não,0,250,premium
huawei,2015,8,13,8,não,0,3,430,4K,OLED,não,0,1000,premium
xiaomi,2010,10,16,8,não,0,3,480,QUADHD,OLED,não,0,500,premium
samsung,2014,6,8,16,não,0,3,205,HD,VA,não,0,250,intermediario
positivo,2011,4,8,4,não,0,4,157,HD,TN,não,250,0,entrada
dell,2010,6,11,6,não,0,1,65,HD,IPS,não,250,0,intermediario
razer,2011,6,11,8,não,0,2,467,FULLHD,AMOLED,não,1000,250,premium
razer,2022,6,6,16,não,0,3,407,FULLHD,AMOLED,não,0,2000,premium
razer,2021,6,6,16,sim,6,4,115,FULLHD,OLED,não,0,250,jogos_premium
xiaomi,2020,12,13,8,não,0,2,570,FULLHD,AMOLED,não,0,1000,premium
huawei,2014,8,12,16,não,0,3,404,QUADHD,OLED,não,250,250,premium
huawei,2015,10,11,16,não,0,3,592,4K,AMOLED,não,0,500,premium
samsung,2015,8,8,2,não,0,3,524,FULLHD,VA,não,0,250,ultraportatil
apple,2017,4,8,8,não,0,3,493,4K,OLED,não,0,1000,premium
positivo,2015,10,18,32,não,0,1,297,HD,TN,não,0,2000,entrada
positivo,2023,4,8,64,não,0,1,239,HD,TN,não,1000,125,entrada
samsung,2018,8,15,2,não,0,3,165,HD,OLED,não,2000,0,intermediario
asus,2017,4,8,32,não,0,2,561,FULLHD,IPS,sim,0,250,2em1
lenovo,2022,12,16,8,não,0,3,468,QUADHD,OLED,não,0,250,premium
xiaomi,2017,6,6,16,não,0,2,491,FULLHD,OLED,não,0,250,premium
xiaomi,2015,4,4,16,não,0,3,427,QUADHD,AMOLED,não,0,500,premium
xiaomi,2010,4,4,8,não,0,2,557,FULLHD,AMOLED,não,0,250,premium
positivo,2021,8,8,4,não,0,3,87,HD,TN,não,500,0,entrada
lenovo,2016,6,7,12,sim,2,2,128,FULLHD,OLED,não,0,2000,jogos_entrada
razer,2015,10,11,8,não,0,3,525,FULLHD,AMOLED,não,0,1000,premium
lenovo,2012,2,3,8,não,0,3,504,FULLHD,OLED,não,0,250,ultraportatil
asus,2019,6,11,16,não,0,1,217,HD,IPS,não,500,0,entrada
razer,2018,8,9,32,sim,6,4,37,4K,AMOLED,não,0,250,jogos_premium
razer,2011,8,15,8,não,0,3,484,4K,AMOLED,não,500,250,premium
positivo,2023,10,19,4,não,0,1,43,HD,IPS,não,500,1000,entrada
lenovo,2010,10,18,16,sim,6,4,166,4K,AMOLED,não,2000,1000,jogos_premium
positivo,2021,12,12,8,não,0,3,52,HD,TN,não,0,1000,entrada
positivo,2010,6,6,6,não,0,3,211,HD,IPS,não,250,0,entrada
lenovo,2016,6,7,16,não,0,2,480,HD,TN,não,1000,0,intermediario
dell,2013,2,2,2,não,0,3,506,FULLHD,OLED,não,0,250,ultraportatil
positivo,2015,6,8,4,não,0,1,134,HD,IPS,não,500,0,entrada
apple,2011,12,15,8,não,0,2,485,FULLHD,AMOLED,não,250,250,premium
razer,2018,10,18,16,sim,6,1,193,FULLHD,AMOLED,não,0,1000,jogos_premium
lenovo,2010,2,4,16,não,0,1,85,HD,IPS,não,250,0,entrada
positivo,2014,4,6,16,não,0,1,233,HD,IPS,não,0,250,entrada
hp,2022,6,8,8,sim,2,4,55,FULLHD,TN,não,0,250,jogos_entrada
positivo,2019,12,22,4,não,0,2,199,HD,IPS,não,0,500,entrada
hp,2023,4,6,16,sim,4,4,71,4K,VA,não,0,250,jogos_intermediarios
xiaomi,2012,4,7,16,não,0,3,509,FULLHD,AMOLED,não,1000,250,premium
lenovo,2021,6,6,32,sim,6,4,68,QUADHD,AMOLED,não,0,250,jogos_premium
hp,2010,6,9,2,não,0,2,537,FULLHD,VA,não,1000,1000,ultraportatil
lenovo,2014,8,14,6,não,0,2,70,FULLHD,AMOLED,sim,0,250,2em1
apple,2020,8,10,16,não,0,2,467,FULLHD,OLED,não,0,1000,premium
lenovo,2017,4,8,6,não,0,1,524,HD,IPS,não,250,0,intermediario
lenovo,2010,6,9,16,sim,6,3,66,FULLHD,OLED,não,0,2000,jogos_premium
lenovo,2013,4,5,12,não,0,3,326,FULLHD,IPS,sim,1000,250,2em1
razer,2010,6,12,16,não,0,2,585,QUADHD,AMOLED,não,250,250,premium
lenovo,2011,4,4,16,sim,6,2,56,4K,OLED,não,2000,500,jogos_premium
positivo,2018,8,10,32,não,0,4,243,HD,TN,não,1000,0,entrada
lenovo,2016,6,8,2,não,0,2,469,FULLHD,IPS,sim,0,250,2em1
lenovo,2010,4,5,6,não,0,1,235,HD,IPS,não,250,0,entrada
razer,2012,10,16,32,sim,6,4,134,QUADHD,OLED,não,500,1000,jogos_premium
xiaomi,2018,12,13,16,não,0,3,478,QUADHD,AMOLED,não,0,1000,premium
lenovo,2018,6,10,16,sim,6,2,58,4K,OLED,não,0,2000,jogos_premium
positivo,2016,6,7,2,não,0,3,192,HD,IPS,não,0,2000,entrada
positivo,2023,12,19,4,não,0,4,272,HD,IPS,não,1000,125,entrada
asus,2021,6,11,16,não,0,4,287,HD,TN,não,250,0,entrada
apple,2015,4,7,8,não,0,3,402,FULLHD,OLED,não,0,250,premium
lenovo,2011,2,3,12,não,0,3,557,FULLHD,IPS,não,250,2000,ultraportatil
xiaomi,2023,10,20,8,não,0,2,494,4K,AMOLED,não,0,2000,premium
positivo,2022,8,16,12,não,0,1,182,HD,TN,não,250,2000,entrada
asus,2010,2,3,12,não,0,4,225,HD,TN,não,2000,0,entrada
asus,2014,4,5,2,não,0,4,564,HD,TN,não,500,0,entrada
razer,2016,6,11,16,sim,6,3,130,FULLHD,OLED,não,0,250,jogos_premium
dell,2017,8,8,32,não,0,1,96,HD,IPS,não,250,0,intermediario
positivo,2019,6,10,4,não,0,2,244,HD,TN,não,500,0,entrada
asus,2017,10,11,16,não,0,1,103,HD,TN,não,500,0,entrada
positivo,2023,8,13,4,não,0,1,101,HD,TN,não,1000,125,entrada
lenovo,2017,4,8,16,sim,6,3,33,FULLHD,OLED,não,0,250,jogos_premium
positivo,2021,10,16,4,não,0,4,80,HD,IPS,não,1000,0,entrada
huawei,2014,6,11,8,não,0,2,539,QUADHD,OLED,não,500,250,premium
asus,2018,8,8,2,não,0,3,494,FULLHD,AMOLED,sim,0,1000,2em1
acer,2015,6,11,32,não,0,3,542,HD,IPS,não,2000,0,intermediario
dell,2010,2,4,16,não,0,2,266,FULLHD,AMOLED,sim,500,250,2em1
acer,2018,8,16,64,não,0,2,595,FULLHD,VA,não,0,250,ultraportatil
acer,2011,6,10,12,sim,4,1,98,FULLHD,OLED,não,2000,500,jogos_entrada
asus,2010,6,12,8,não,0,2,506,FULLHD,OLED,não,2000,250,ultraportatil
razer,2013,12,16,32,sim,6,4,197,FULLHD,OLED,não,500,1000,jogos_premium
hp,2015,4,6,12,sim,2,3,118,FULLHD,IPS,não,0,1000,jogos_entrada
acer,2011,4,4,2,não,0,3,232,FULLHD,IPS,sim,0,250,2em1
hp,2017,8,12,16,sim,4,3,86,4K,VA,não,0,2000,jogos_intermediarios
apple,2023,8,11,8,não,0,2,438,4K,AMOLED,não,0,1000,premium
lenovo,2020,10,10,64,não,0,2,577,FULLHD,TN,não,0,1000,ultraportatil
positivo,2018,6,12,32,não,0,3,215,HD,IPS,não,0,1000,entrada
huawei,2013,6,10,16,não,0,3,488,FULLHD,OLED,não,0,2000,premium
dell,2021,12,19,16,sim,6,4,132,4K,TN,não,0,250,jogos_intermediarios
acer,2014,10,17,32,sim,6,3,184,FULLHD,OLED,não,500,1000,jogos_premium
lenovo,2018,10,10,32,sim,6,4,141,QUADHD,AMOLED,não,0,250,jogos_premium
hp,2014,4,5,8,sim,2,4,168,FULLHD,VA,não,2000,1000,jogos_entrada
acer,2016,6,11,12,sim,6,4,79,QUADHD,IPS,não,0,250,jogos_intermediarios
razer,2013,10,12,16,sim,6,3,178,4K,AMOLED,não,0,250,jogos_premium
lenovo,2010,10,17,16,sim,6,3,122,4K,IPS,não,0,1000,jogos_intermediarios
positivo,2020,10,20,12,não,0,2,186,HD,TN,não,500,0,entrada
lenovo,2012,12,20,16,não,0,3,562,4K,OLED,não,500,250,premium
positivo,2023,12,16,16,não,0,1,172,HD,IPS,não,500,1000,entrada
samsung,2021,8,11,32,sim,6,4,119,FULLHD,AMOLED,não,0,2000,jogos_premium
xiaomi,2013,8,13,16,não,0,2,444,FULLHD,OLED,não,500,250,premium
huawei,2010,6,8,8,não,0,2,561,4K,OLED,não,0,500,premium
positivo,2010,2,4,8,não,0,2,207,HD,IPS,não,500,0,entrada
positivo,2021,10,17,8,não,0,3,162,HD,IPS,não,0,250,entrada
lenovo,2014,4,7,16,não,0,3,435,QUADHD,AMOLED,não,1000,250,premium
razer,2014,8,14,32,sim,6,2,100,QUADHD,AMOLED,não,250,125,jogos_premium
huawei,2011,10,16,8,não,0,3,441,FULLHD,AMOLED,não,0,1000,premium
apple,2019,6,7,16,não,0,2,546,QUADHD,OLED,não,0,250,premium
dell,2011,10,20,32,sim,6,1,43,QUADHD,AMOLED,não,250,250,jogos_premium
lenovo,2022,12,20,16,sim,12,4,66,QUADHD,AMOLED,não,0,250,jogos_premium
samsung,2023,8,10,32,sim,6,4,44,QUADHD,OLED,não,0,2000,jogos_premium
razer,2018,12,19,16,sim,6,3,39,QUADHD,AMOLED,não,0,500,jogos_premium
huawei,2023,6,10,16,não,0,3,473,FULLHD,AMOLED,não,0,1000,premium
acer,2022,8,9,32,sim,6,4,126,FULLHD,OLED,não,0,500,jogos_premium
apple,2014,10,19,16,não,0,2,409,QUADHD,OLED,não,500,250,premium
hp,2016,6,6,6,não,0,3,531,FULLHD,VA,não,0,2000,ultraportatil
samsung,2022,12,19,16,sim,12,4,177,4K,AMOLED,não,0,250,jogos_premium
hp,2020,8,9,12,sim,2,4,159,FULLHD,VA,não,0,250,jogos_entrada
samsung,2023,12,13,12,sim,4,4,82,FULLHD,IPS,não,0,500,jogos_entrada
apple,2013,4,5,8,não,0,3,525,4K,AMOLED,não,500,250,premium
hp,2021,6,10,2,não,0,2,572,FULLHD,OLED,não,0,250,ultraportatil
dell,2013,12,19,8,não,0,3,593,FULLHD,OLED,não,250,250,premium
positivo,2015,10,19,6,não,0,2,247,HD,IPS,não,1000,0,entrada
positivo,2020,4,7,32,não,0,2,201,HD,TN,não,500,0,entrada
samsung,2018,8,14,16,sim,6,3,115,QUADHD,AMOLED,não,0,250,jogos_premium
lenovo,2016,10,12,16,não,0,2,560,QUADHD,AMOLED,não,0,500,premium
acer,2019,8,16,12,não,0,3,107,FULLHD,AMOLED,sim,0,250,2em1
apple,2011,10,14,16,não,0,2,512,FULLHD,OLED,não,500,250,premium
hp,2015,6,11,8,não,0,3,506,FULLHD,VA,não,0,250,ultraportatil
apple,2022,10,19,16,não,0,2,519,FULLHD,OLED,não,0,500,premium
xiaomi,2017,12,15,8,não,0,2,408,FULLHD,OLED,não,0,500,premium
huawei,2015,8,14,16,não,0,3,461,FULLHD,OLED,não,0,500,premium
razer,2015,10,15,8,não,0,3,422,FULLHD,AMOLED,não,0,2000,premium
asus,2018,6,10,32,não,0,2,556,FULLHD,OLED,não,0,250,ultraportatil
xiaomi,2022,4,6,8,não,0,3,434,FULLHD,AMOLED,não,0,250,premium
positivo,2010,4,5,2,não,0,1,196,HD,TN,não,2000,0,entrada
apple,2014,12,21,8,não,0,3,448,4K,OLED,não,2000,250,premium
samsung,2014,8,12,4,não,0,3,394,FULLHD,AMOLED,sim,0,1000,2em1
huawei,2020,12,24,16,não,0,3,507,QUADHD,OLED,não,0,500,premium
razer,2022,4,6,8,não,0,3,496,QUADHD,AMOLED,não,0,250,premium
razer,2013,4,6,32,sim,6,4,95,FULLHD,AMOLED,não,500,500,jogos_premium
asus,2019,10,17,4,não,0,2,321,FULLHD,AMOLED,sim,0,2000,2em1
apple,2011,10,17,16,não,0,3,485,FULLHD,OLED,não,1000,250,premium
xiaomi,2023,12,15,8,não,0,2,474,QUADHD,AMOLED,não,0,1000,premium
dell,2020,10,14,16,sim,6,4,47,QUADHD,OLED,não,0,2000,jogos_premium
hp,2014,6,10,2,não,0,2,532,FULLHD,IPS,não,1000,2000,ultraportatil
lenovo,2011,4,5,12,não,0,1,407,HD,IPS,não,0,500,intermediario
apple,2023,4,5,16,não,0,2,583,QUADHD,OLED,não,0,250,premium
acer,2014,10,19,32,sim,6,4,134,4K,AMOLED,não,0,250,jogos_premium
samsung,2023,8,14,8,não,0,3,527,FULLHD,AMOLED,não,0,1000,premium
apple,2012,6,6,8,não,0,3,400,FULLHD,AMOLED,não,0,1000,premium
hp,2018,10,13,16,sim,6,4,52,4K,TN,não,0,1000,jogos_intermediarios
positivo,2019,10,17,16,não,0,3,239,HD,IPS,não,500,0,entrada
samsung,2011,2,3,12,não,0,3,426,FULLHD,AMOLED,sim,500,250,2em1
hp,2020,8,15,16,sim,6,4,188,FULLHD,IPS,não,0,500,jogos_intermediarios
samsung,2014,6,8,8,não,0,3,499,QUADHD,IPS,sim,1000,250,premium
huawei,2020,10,13,8,não,0,2,530,FULLHD,OLED,não,0,1000,premium
hp,2018,6,12,8,sim,4,3,58,FULLHD,OLED,não,0,1000,jogos_entrada
apple,2012,4,8,8,não,0,3,500,4K,AMOLED,não,250,250,premium
huawei,2016,4,8,8,não,0,2,440,FULLHD,OLED,não,0,250,premium
huawei,2015,8,12,8,não,0,2,595,4K,OLED,não,0,500,premium
apple,2010,4,6,8,não,0,3,550,QUADHD,AMOLED,não,0,250,premium
samsung,2016,6,6,6,não,0,1,554,HD,TN,não,1000,0,intermediario
apple,2018,10,20,16,não,0,3,509,4K,AMOLED,não,0,250,premium
xiaomi,2015,12,16,8,não,0,2,526,FULLHD,AMOLED,não,0,500,premium
xiaomi,2014,10,20,16,não,0,3,444,QUADHD,AMOLED,não,0,1000,premium
lenovo,2010,6,11,16,sim,4,3,33,QUADHD,OLED,não,0,500,jogos_intermediarios
lenovo,2016,12,20,16,sim,6,3,100,FULLHD,TN,não,0,250,jogos_intermediarios
samsung,2022,6,9,16,sim,12,4,44,FULLHD,OLED,não,0,2000,jogos_premium
hp,2017,10,12,32,não,0,2,590,FULLHD,VA,não,0,2000,ultraportatil
apple,2011,12,13,8,não,0,3,470,4K,OLED,não,0,1000,premium
dell,2016,10,17,6,não,0,3,598,FULLHD,IPS,não,0,1000,ultraportatil
apple,2020,8,15,16,não,0,2,427,4K,OLED,não,0,1000,premium
lenovo,2011,4,5,16,sim,6,1,81,QUADHD,AMOLED,não,1000,250,jogos_premium
positivo,2020,4,5,64,não,0,2,206,HD,TN,não,0,500,entrada
acer,2022,10,10,16,sim,6,4,43,FULLHD,AMOLED,não,0,2000,jogos_premium
asus,2015,8,11,16,não,0,3,470,QUADHD,AMOLED,sim,0,1000,premium
apple,2019,10,15,8,não,0,2,575,QUADHD,AMOLED,não,0,2000,premium
apple,2016,10,19,8,não,0,3,548,4K,OLED,não,0,250,premium
lenovo,2014,12,22,16,sim,6,4,137,4K,OLED,não,2000,1000,jogos_premium
acer,2022,12,15,6,não,0,3,94,HD,IPS,não,0,250,intermediario
asus,2021,8,10,4,não,0,3,380,HD,TN,não,500,0,intermediario
positivo,2020,4,7,6,não,0,4,86,HD,TN,não,0,500,entrada
razer,2017,10,12,32,sim,6,1,149,4K,OLED,não,0,2000,jogos_premium
samsung,2018,8,13,16,não,0,3,423,HD,TN,não,0,250,entrada
dell,2010,6,8,2,não,0,3,101,FULLHD,IPS,sim,0,250,2em1
lenovo,2012,6,7,12,sim,2,4,169,FULLHD,IPS,não,0,250,jogos_entrada
dell,2013,2,3,2,não,0,2,573,FULLHD,IPS,não,250,1000,ultraportatil
xiaomi,2020,12,14,8,não,0,2,576,4K,OLED,não,0,1000,premium
huawei,2022,12,15,16,não,0,3,479,4K,AMOLED,não,0,250,premium
dell,2011,4,5,16,não,0,2,564,FULLHD,OLED,não,500,125,ultraportatil
huawei,2020,4,5,16,não,0,3,507,4K,OLED,não,0,250,premium
samsung,2012,2,4,12,sim,4,3,122,FULLHD,VA,não,500,2000,jogos_entrada
lenovo,2017,6,10,6,não,0,1,581,HD,IPS,não,0,250,entrada
